company_index,Date,Revenue,Cost_of_Sales,Gross_profit,Operating_profit,Net_Profit,Issue_of_shares,Share_repurchase,Non_current_assets,Current_assets,Non_current_liabilities,Current_liabilities,net_cash_op_act
28,2017/02/21,71297,54591,16706,3662,1714,156,28,21889,32609,1485,31506,4221
29,2009/09/03,15854,12896,2958,2859,1606,824,761,135150,172874,196853,28258,357
29,2010/03/11,60671,52639,8032,7869,4397,942,0,137887,196942,216889,29108,3993
29,2010/09/09,20709,17228,3481,3488,1986,79,1054,139038,193665,215717,29976,1386
29,2011/03/10,67285,57930,9355,9252,5523,191,1076,148833,212358,232706,32989,904
29,2011/09/08,24862,20751,4111,4011,2274,87,1184,148047,219032,237346,33693,5532
29,2012/03/08,54278,45624,8654,8490,5166,89,956,176483,205720,247793,34628,18929
29,2012/09/06,36638,32131,4507,4431,2402,161,441,126986,278622,259363,39247,6523
29,2013/03/07,88580,78375,10205,9815,5655,148,277,194419,249145,291060,37524,11002
29,2013/09/05,40431,35158,5273,5147,3508,143,182,164523,340248,296482,52023,7228
29,2014/03/06,102000,89794,12206,11909,8131,148,308,325443,235861,325144,57165,10372
29,2014/09/04,50160,43099,7061,6905,4539,176,494,320443,256614,376737,43503,4539
29,2015/03/05,92060,79437,12623,12243,8729,0,535,348771,262482,400973,42699,35944
29,2015/09/03,46424,39108,7316,7114,5096,205,447,360328,275943,407187,52988,5628
29,2016/03/10,85293,70699,14594,14039,9391,409,1146,427806,246702,425839,55071,32593
29,2016/09/08,49796,43325,6471,6171,2372,168,566,400513,289310,431275,59542,-3231
30,2009/09/09,4648.637082,4088.676286,559.9607958,384.0677347,308.7791861,0,0,3347.119358,1705.328849,1525.01156,1249.776381,536.5389712
30,2010/03/03,2270.554799,2041.086752,229.4680472,181.1253164,144.2971113,86.63309786,0.548310746,3597.101264,1769.764318,1532.25438,1313.112851,269.8602721
30,2010/09/08,4390.141373,2864.832263,1525.30911,470.0850796,323.5947253,212.6531843,0.822466119,3453.626619,1769.947088,1654.344906,1098.175039,520.7124384
30,2011/03/02,2192.694673,1965.237099,227.4575745,188.0705859,152.4303874,150.0543741,3.564019849,3429.866486,1867.820556,1747.283577,1017.481974,270.9568936
30,2011/09/07,3933.215751,2404.708162,1528.50759,489.8242664,469.3539986,793.1314941,34.08665137,6830.946659,2388.167454,3239.419887,2213.987407,658.1556654
30,2012/03/07,3440.193005,3031.244574,408.9484314,305.9573963,265.6565564,180.0286949,0.63969587,7497.326985,2720.626536,3584.855657,2599.724017,415.9850859
30,2012/09/05,7350.47109,4733.74944,2616.72165,723.3132591,516.7828781,249.938315,0,8272.272839,3878.658832,4079.340565,3139.079021,947.480969
30,2013/03/06,5235.636543,4660.915496,574.7210469,389.8489404,296.179188,175.8249792,39.56975883,9000.886436,4493.315178,4551.161962,3561.917991,584.1337147
30,2013/09/11,10553.70247,9519.679787,1034.022682,841.4742248,667.1114076,171.6212635,41.39746132,10528.11463,4517.440851,5323.549033,3634.020854,1324.718762
30,2014/03/05,6161.459238,5579.518766,581.9404717,485.2550102,421.3768083,680.9105614,50.07904813,12290.38537,5408.171658,5783.124823,4408.327013,726.6031235
30,2014/09/10,10725.32373,9571.860693,1153.463039,1134.729089,922.0759045,1105.760004,474.0146399,12485.03569,6004.094054,6334.542663,4133.166403,1739.881382
30,2015/03/04,5904.849809,5180.805468,724.0443401,642.3460389,451.9908249,1869.282718,50.35320351,12497.09852,6471.62035,5393.458653,3877.56221,829.0458479
30,2015/09/09,12324.92895,10925.36577,1399.563179,1520.465699,1223.007119,8690.999479,473.374944,19991.77534,8661.116543,6838.348854,5166.91493,1726.264999
30,2016/03/01,6700,4250,2450,802,635,7062,512,15796,7105,5884,4831,802
30,2016/09/08,13059,8289,4770,1461,1168,7062,512,16632,8109,7050,4613,1461
31,2009/01/02,15247,9791,5456,2728,1510,7082,198,12012,6854,4321,3391,30838
31,2010/09/10,16108,10433,5675,3154,2100,1084,0,13398,7004,4742,2982,27338
31,2011/09/10,20318,12905,7413,4272,2823,1858,0,17458,8830,5961,4029,25816
31,2012/09/08,21780,14273,7507,4725,3031,810,0,16926,8014,5453,3781,47901
31,2013/09/07,20482,8761,11721,4641,2969,1101,0,16184,9069,6082,6356,59267
31,2014/09/06,19508,8587,10921,4410,2847,810,0,17190,9151,6251,3665,65449
31,2015/09/05,16181,7002,9179,4065,2595,645,0,17824,8766,7048,3397,61783
31,2016/09/10,11911,4912,6999,1669,911,177,1302,19210,7351,136694,41602,44615
31,2017/02/25,6068,2526,3542,978,621,743,2641,21487,5955,9442,2672,7847
32,2009/01/10,20125.9,17498,2627.9,2659.9,2273.7,590.1,2268.5,2369.2,7025.9,1141.9,5316,2973.7
32,2009/12/15,20642.5,17509.1,3133.4,3456.7,2485.5,96.2,2.5,2202.7,6247.5,965.3,3437.3,3472.5
32,2010/05/19,10313.3,8718.9,1594.4,1463.7,1046.3,229.7,742.4,6253,6168.2,954.9,3608,1825.2
32,2010/11/24,19554.7,16539.6,3015.1,3015.6,2192.3,157.2,1164.3,6288.6,6695.3,878,3504.5,3492.6
32,2011/05/28,10450.3,8898.9,1551.4,1670.6,1186.2,35.5,399.2,6394,7081,876.4,3613.1,1772.3
32,2011/11/23,20479,17234,3245,3592,2584,773,372,9503,6693,1214,4736,3777
32,2012/05/22,11591,9883.6,1707.4,1805.1,1208.3,37.1,0,9856.6,7569.5,1094.6,5747.8,1276.1
32,2012/12/11,22770.9,19296.6,3474.3,3776.5,2769.3,59.3,90.1,3359.2,7783.5,935.8,5222.1,4224.5
32,2013/05/30,13984,12303,1681,1745,1311,597,0,13908,10005,2511,8479,2165
32,2013/11/20,27003.5,23931.1,3072.4,3223.3,2569.2,596.9,0,14474.8,9464,2284.1,8330.3,4311.3
32,2014/05/21,14926.9,13212.6,1714.3,939.4,631.9,41.8,362.6,13852.4,10070.7,2048.6,8745.8,2149.8
32,2014/11/19,30072,26516,3556,2696.2,2020.2,85.2,362.6,14123.7,10728.3,1532.9,9371.9,4541.2
32,2015/05/20,15907.6,14275.3,1632.3,1639.1,1339.4,194.9,0,13874.2,11053.6,1313.3,9469.2,2158.8
32,2015/11/20,31557.6,27903.9,3653.7,2150.2,1727.1,254.2,71,13237,11617.3,2059.2,9017.5,4415.9
32,2016/05/24,15893.5,13884.3,2009.2,2259.4,1703.3,626.7,0,13160.6,11416.2,2033,7392.7,2344.3
32,2016/11/24,31697.5,27543.4,4154.1,4514.7,3305.6,671.1,0,13429.8,11099.1,1988.8,6506.2,4836.8
33,2009/05/20,55187.1,30421.6,24765.5,12004.6,6089.3,1382.4,0,35224.5,12134.9,10430.3,21831.3,16351.2
33,2009/11/10,28675,1558,27117,3535,61,1382,0,28547,12146,13146,14918,8770
33,2010/05/14,58535,26774,31761,11238,4196,129,422,29131,12560,11590,15465,19711
33,2010/11/06,29516,13495,16021,7061,4416,129,422,27769,13330,10262,15842,9339
33,2011/05/14,61197,27600,33597,13696,8245,163,962,27982,13453,8743,16512,21385
33,2011/11/05,31747,14275,17472,7302,4403,163,962,28820,15389,7807,15389,10109
33,2012/05/19,66929,30265,36664,16617,10156,173,139,30678,17552,10932,18368,24502
33,2012/11/10,34426,15102,19324,8970,5996,173,139,32456,16874,11249,19262,9865
33,2013/05/18,69917,30385,39532,18897,12991,119,177,34434,21157,9620,24755,25320
33,2013/11/09,36688,15635,21053,9998,6487,146,88,35091,22716,14554,21217,11328
33,2014/05/17,75711,32866,42845,20394,13243,544,338,37954,22787,12010,24988,28901
33,2014/11/08,37546,16105,21441,9430,6190,544,338,41542,21373,14506,27103,10102
33,2015/05/16,77333,33422,43911,19235,12672,99,168,45954,25353,23050,26614,26198
33,2015/11/07,39956,16586,23370,10169,6464,99,168,48558,26660,26319,26460,11439
33,2016/05/14,80077,31594,48483,21059,12917,192,167,51085,27618,29909,25770,29800
33,2016/11/12,40151,15022,25129,10717,6442,192,167,51080,29579,34120,24594,13938
34,2008/02/21,10557.1,6357.6,3398.9,985.8,460.5,12.7,0,3066.3,8373.2,3970.7,4050.9,264.3
34,2008/08/21,21973.6,13076.7,6988.2,2006.6,937,20.4,200,2798.1,3023.7,2267.5,3209.4,431.5
34,2009/02/20,11134.6,7258.9,3288.8,1046.1,499.9,15.7,152.5,3307.1,5613.3,2340.6,3305.5,1033.7
34,2009/08/27,21922.3,14501.1,6673.9,1637.5,861.6,25.6,316.6,3436.4,4868.7,2341.5,2891.7,952.1
34,2010/02/18,11696,7705.5,3844.3,1000.9,661,17.9,220.7,3532.2,5301.2,1339.9,4325.1,654.5
34,2010/08/26,23663,15656,7737,1654,1264,47,410,3633,5377,1362,4195,1394
34,2011/02/17,12797,8327,4360,1102,765,28,21,3679,5073,1300,3726,800
34,2011/08/25,25841,16683,8899,2122,1632,33,339,4155,4950,1460,3512,1471
34,2012/02/16,14214,9090,5047,1408,1014,0,614,4333,4885,919,4296,795
34,2012/08/23,28813,18419,10185,2687,1996,0,655,5011,5034,1177,4296,1590
34,2013/02/14,16771,10319,6364,1698,1229,233,198,6564,4808,1845,4708,722
34,2013/08/29,35399,21674,13553,3469,2554,0,192,6778,5347,1908,4376,1542
34,2014/02/13,19454,11828,7554,2086,1456,246,5,6968,6007,1869,4811,880
34,2014/08/28,39944,24209,15498,3943,2769,246,60,8192,14077,1918,13399,2004
34,2015/02/11,28460,16243,11481,3014,1670,9984,270,16957,2533,1815,4489,1428
34,2015/08/27,58069,33356,23150,5587,3307,10124,308,17616,2499,1815,4489,3113
34,2016/02/10,32939,18821,13190,3832,2420,2545,25,38356,11723,18738,12293,2095
34,2016/08/24,66978,38618,26386,6969,4358,2849,34,37001,10340,18559,10978,3670
34,2017/02/15,35262,20329,13904,3710,2330,104,79,34346,13313,14225,14475,544
