,target_return,exp_market_change,rates,Net_Profit,Non_current_liabilities,Debt_M,Debt_Per_Capita,CPI_perc,GDP_Mill_dollars,GDP_Growth_perc,Unemployment_alt
84,-0.08912721893491128,0.024675494381043644,7.35,-109.0,702.5,152509,2742.0,6.943,294.9,0.3,24.9
85,0.1437699680511182,-0.02245243469848436,6.58,599.0,464.0,130020,2557.0,5.468,375.304,3.0,24.7
86,-0.103236098450319,-0.02700962450860784,5.45,1090.0,488.0,159429,3091.0,3.571,416.879,3.3,24.7
87,0.003770589402659175,-0.015910898965791568,5.56,1544.0,413.0,162398,3104.0,6.34,396.332,2.2,25.0
88,0.17156749247511005,0.01866659313995809,5.03,2013.0,826.0,161760,3046.0,5.858,366.802,2.5,24.6
89,-0.03180043797010379,0.04462895692786715,5.74,2072.0,847.0,164828,3057.0,5.88,351.116,1.7,25.1
90,-0.11143410852713176,0.07587888827535431,7.16,2227.0,882.0,152509,2742.0,6.943,294.9,0.3,24.9
91,0.0636438131658017,0.033195597069342685,5.46,594.0,6847.0,159429,3091.0,3.571,416.879,3.3,24.7
92,0.03946604759141037,-0.006205877524216056,5.56,570.0,7419.0,162398,3104.0,6.34,396.332,2.2,25.0
93,0.08861526039563983,0.01508997204751922,6.0,3246.0,51033.0,164828,3057.0,5.88,351.116,1.7,25.1
94,0.04910081337213645,0.09290357529794148,5.8,1537.0,11653.0,156650,2861.0,4.079,317.568,1.3,25.0
95,-0.009287402904424202,0.04537980176312064,7.18,1276.0,-4071.0,152509,2742.0,6.943,294.9,0.3,24.9
96,-0.108270202020202,0.011579604399388734,7.29,3655.0,79273.0,152509,2742.0,6.943,294.9,0.3,24.9
97,-0.04347826086956519,-0.03947738693467337,7.08,1023.0,7270.0,130020,2557.0,5.468,375.304,3.0,24.7
98,0.21388646288209606,-0.012068197464868586,6.42,2408.0,7473.0,130020,2557.0,5.468,375.304,3.0,24.7
99,0.09796610169491517,0.03834495855092576,5.53,5208.0,7190.0,159429,3091.0,3.571,416.879,3.3,24.7
100,0.04730717501900483,-0.10324401547092234,5.49,3205.0,7208.0,159429,3091.0,3.571,416.879,3.3,24.7
101,-0.12110709753002047,0.054800250993516,5.5,7653.0,6346.0,162398,3104.0,6.34,396.332,2.2,25.0
102,0.049090909090909074,0.03733234230886179,5.05,9046.0,8449.0,162398,3104.0,6.34,396.332,2.2,25.0
103,-0.10824253908100424,0.054443601563867655,5.05,9745.0,8417.0,161760,3046.0,5.858,366.802,2.5,24.6
104,-0.09090909090909094,0.023754422365865984,5.09,2244.0,9844.0,161760,3046.0,5.858,366.802,2.5,24.6
105,-0.061538461538461535,0.0809391643537619,5.73,6634.0,9157.0,164828,3057.0,5.88,351.116,1.7,25.1
106,-0.23703703703703705,0.030937945791726106,6.01,-1969.0,9186.0,164828,3057.0,5.88,351.116,1.7,25.1
107,-0.2475436681222707,0.06813221787760299,5.8,307.0,9182.0,156650,2861.0,4.079,317.568,1.3,25.0
108,-0.2774566473988439,-0.06373673036093418,6.16,1728.0,12638.0,156650,2861.0,4.079,317.568,1.3,25.0
109,-0.1529299014238773,0.03898745620974122,7.04,2463.0,12701.0,152509,2742.0,6.943,294.9,0.3,24.9
110,0.3749079302725265,-0.03895184135977337,7.3,1194.0,11940.0,152509,2742.0,6.943,294.9,0.3,24.9
111,-0.038922155688622784,0.009158465555332396,6.95,4710.0,202246.0,130020,2557.0,5.468,375.304,3.0,24.7
112,0.058587018954623815,0.007020466444550214,6.08,9788.0,221038.0,130020,2557.0,5.468,375.304,3.0,24.7
113,0.025388601036269387,0.023103950030166447,5.5,12230.0,28520.0,159429,3091.0,3.571,416.879,3.3,24.7
114,-0.011165048543689271,-0.015562212318258203,5.49,20366.0,31277.0,159429,3091.0,3.571,416.879,3.3,24.7
115,0.04547300040600888,0.034035766398588345,5.54,6067.0,31089.0,162398,3104.0,6.34,396.332,2.2,25.0
116,0.10199637023593476,0.025667923291263727,4.94,13196.0,640855.0,162398,3104.0,6.34,396.332,2.2,25.0
117,-0.09948816378758796,0.0511258821117976,5.05,7019.0,684326.0,161760,3046.0,5.858,366.802,2.5,24.6
118,0.018575851393188847,0.0666612026336639,5.06,14539.0,734037.0,161760,3046.0,5.858,366.802,2.5,24.6
119,0.1325335618394745,0.0762595324415552,5.73,8839.0,757944.0,164828,3057.0,5.88,351.116,1.7,25.1
120,0.0854681978798586,0.010720589196609506,6.0,18440.0,810217.0,164828,3057.0,5.88,351.116,1.7,25.1
