,target_return,exp_market_change,rates,Debt_M,Debt_Per_Capita,CPI_perc,GDP_Mill_dollars,GDP_Growth_perc,Unemployment_alt
37,0.24449053668654397,0.022191047060323942,6.42,130020,2557.0,5.468,375.304,3.0,24.7
38,-0.02272727272727271,0.015271493212669685,5.5,159429,3091.0,3.571,416.879,3.3,24.7
39,-0.08253556168532639,-0.017502130076682762,5.49,159429,3091.0,3.571,416.879,3.3,24.7
40,-0.08730158730158732,0.04202369166695115,5.5,162398,3104.0,6.34,396.332,2.2,25.0
41,0.20408163265306128,0.0393313336254255,4.94,162398,3104.0,6.34,396.332,2.2,25.0
42,-0.07216165913320928,0.02649534780682322,5.04,161760,3046.0,5.858,366.802,2.5,24.6
43,-0.06275251879506982,0.091628381827463,5.06,161760,3046.0,5.858,366.802,2.5,24.6
44,-0.2496590167823044,0.015836162523272367,6.0,164828,3057.0,5.88,351.116,1.7,25.1
45,0.006521739130434856,0.06491385457640375,5.8,156650,2861.0,4.079,317.568,1.3,25.0
46,0.1300228683436786,0.0027479015049054326,7.29,152509,2742.0,6.943,294.9,0.3,24.9
47,-0.11922393364928907,0.01812807881773399,6.95,130020,2557.0,5.468,375.304,3.0,24.7
48,0.061100978278892486,-0.0270857423175304,5.5,159429,3091.0,3.571,416.879,3.3,24.7
49,-0.08594377510040163,0.014606703494086147,5.54,162398,3104.0,6.34,396.332,2.2,25.0
50,-0.0845904143593661,0.1076655158718035,5.04,161760,3046.0,5.858,366.802,2.5,24.6
51,-0.030858895705521475,0.06098587384272424,6.03,164828,3057.0,5.88,351.116,1.7,25.1
52,-0.044385026737967966,0.0633263426643567,5.8,156650,2861.0,4.079,317.568,1.3,25.0
53,0.05083159334725318,0.007212080234392608,7.04,152509,2742.0,6.943,294.9,0.3,24.9
54,0.252485476068937,-0.02753534111862324,6.42,130020,2557.0,5.468,375.304,3.0,24.7
55,-0.06813665678926273,0.07657101343988376,5.53,159429,3091.0,3.571,416.879,3.3,24.7
56,0.07965997721496798,-0.10564781773263794,5.49,159429,3091.0,3.571,416.879,3.3,24.7
57,0.10945565462224316,0.03979168084961536,5.5,162398,3104.0,6.34,396.332,2.2,25.0
58,0.04445709001671583,0.03771230126431168,5.09,161760,3046.0,5.858,366.802,2.5,24.6
59,-0.048430032064855744,0.0727104115494511,5.56,164828,3057.0,5.88,351.116,1.7,25.1
60,-0.16974360534079502,0.0282,6.01,164828,3057.0,5.88,351.116,1.7,25.1
61,-0.06057479734708915,0.041786807434680384,5.88,156650,2861.0,4.079,317.568,1.3,25.0
62,-0.07041844246416118,-0.07518049370974017,6.16,156650,2861.0,4.079,317.568,1.3,25.0
63,0.2964575102122815,-0.08501667204474561,6.93,152509,2742.0,6.943,294.9,0.3,24.9
64,0.22021917808219185,-0.03933712401445814,7.3,152509,2742.0,6.943,294.9,0.3,24.9
65,0.1211242067089755,0.03814458958580733,5.53,159429,3091.0,3.571,416.879,3.3,24.7
66,0.13515408394148953,-0.02013095569796601,5.49,159429,3091.0,3.571,416.879,3.3,24.7
67,0.058327365321874776,0.037597822388567535,5.5,162398,3104.0,6.34,396.332,2.2,25.0
68,0.030892150122098668,-0.005210768922439709,5.58,162398,3104.0,6.34,396.332,2.2,25.0
69,0.16920814954841412,0.04601217969462505,5.05,161760,3046.0,5.858,366.802,2.5,24.6
70,0.020061728395061703,0.0343868890839918,5.12,161760,3046.0,5.858,366.802,2.5,24.6
71,0.12008718395815166,0.0800896107532904,5.56,164828,3057.0,5.88,351.116,1.7,25.1
72,0.03605833661805291,0.05500595401667125,5.79,164828,3057.0,5.88,351.116,1.7,25.1
73,0.011708874794873037,0.08576894707726351,5.88,156650,2861.0,4.079,317.568,1.3,25.0
74,0.1295602084666727,-0.003254941691276325,5.76,156650,2861.0,4.079,317.568,1.3,25.0
75,0.10687823371475312,-0.049372820035096084,6.93,152509,2742.0,6.943,294.9,0.3,24.9
76,-0.0627203841248406,-0.004724103714569222,7.2,152509,2742.0,6.943,294.9,0.3,24.9
77,0.14797223237120938,0.03733234230886179,5.05,162398,3104.0,6.34,396.332,2.2,25.0
78,0.3924686192468618,0.04601217969462505,5.05,161760,3046.0,5.858,366.802,2.5,24.6
79,0.028900676788000682,0.0397489539748954,5.09,161760,3046.0,5.858,366.802,2.5,24.6
80,-0.12743362831858407,0.060837358292249566,5.56,164828,3057.0,5.88,351.116,1.7,25.1
81,0.0652054794520549,0.08576894707726351,5.88,156650,2861.0,4.079,317.568,1.3,25.0
82,0.01958614584486007,-0.03686348016244923,6.03,156650,2861.0,4.079,317.568,1.3,25.0
83,0.14446043165467626,-0.07813609276509692,6.93,152509,2742.0,6.943,294.9,0.3,24.9
84,-0.08912721893491128,0.024675494381043644,7.35,152509,2742.0,6.943,294.9,0.3,24.9
85,0.1437699680511182,-0.02245243469848436,6.58,130020,2557.0,5.468,375.304,3.0,24.7
86,-0.103236098450319,-0.02700962450860784,5.45,159429,3091.0,3.571,416.879,3.3,24.7
87,0.003770589402659175,-0.015910898965791568,5.56,162398,3104.0,6.34,396.332,2.2,25.0
88,0.17156749247511005,0.01866659313995809,5.03,161760,3046.0,5.858,366.802,2.5,24.6
89,-0.03180043797010379,0.04462895692786715,5.74,164828,3057.0,5.88,351.116,1.7,25.1
90,-0.11143410852713176,0.07587888827535431,7.16,152509,2742.0,6.943,294.9,0.3,24.9
91,0.0636438131658017,0.033195597069342685,5.46,159429,3091.0,3.571,416.879,3.3,24.7
92,0.03946604759141037,-0.006205877524216056,5.56,162398,3104.0,6.34,396.332,2.2,25.0
93,0.08861526039563983,0.01508997204751922,6.0,164828,3057.0,5.88,351.116,1.7,25.1
94,0.04910081337213645,0.09290357529794148,5.8,156650,2861.0,4.079,317.568,1.3,25.0
95,-0.009287402904424202,0.04537980176312064,7.18,152509,2742.0,6.943,294.9,0.3,24.9
96,-0.108270202020202,0.011579604399388734,7.29,152509,2742.0,6.943,294.9,0.3,24.9
97,-0.04347826086956519,-0.03947738693467337,7.08,130020,2557.0,5.468,375.304,3.0,24.7
98,0.21388646288209606,-0.012068197464868586,6.42,130020,2557.0,5.468,375.304,3.0,24.7
99,0.09796610169491517,0.03834495855092576,5.53,159429,3091.0,3.571,416.879,3.3,24.7
100,0.04730717501900483,-0.10324401547092234,5.49,159429,3091.0,3.571,416.879,3.3,24.7
101,-0.12110709753002047,0.054800250993516,5.5,162398,3104.0,6.34,396.332,2.2,25.0
102,0.049090909090909074,0.03733234230886179,5.05,162398,3104.0,6.34,396.332,2.2,25.0
103,-0.10824253908100424,0.054443601563867655,5.05,161760,3046.0,5.858,366.802,2.5,24.6
104,-0.09090909090909094,0.023754422365865984,5.09,161760,3046.0,5.858,366.802,2.5,24.6
105,-0.061538461538461535,0.0809391643537619,5.73,164828,3057.0,5.88,351.116,1.7,25.1
106,-0.23703703703703705,0.030937945791726106,6.01,164828,3057.0,5.88,351.116,1.7,25.1
107,-0.2475436681222707,0.06813221787760299,5.8,156650,2861.0,4.079,317.568,1.3,25.0
108,-0.2774566473988439,-0.06373673036093418,6.16,156650,2861.0,4.079,317.568,1.3,25.0
109,-0.1529299014238773,0.03898745620974122,7.04,152509,2742.0,6.943,294.9,0.3,24.9
110,0.3749079302725265,-0.03895184135977337,7.3,152509,2742.0,6.943,294.9,0.3,24.9
111,-0.038922155688622784,0.009158465555332396,6.95,130020,2557.0,5.468,375.304,3.0,24.7
112,0.058587018954623815,0.007020466444550214,6.08,130020,2557.0,5.468,375.304,3.0,24.7
113,0.025388601036269387,0.023103950030166447,5.5,159429,3091.0,3.571,416.879,3.3,24.7
114,-0.011165048543689271,-0.015562212318258203,5.49,159429,3091.0,3.571,416.879,3.3,24.7
115,0.04547300040600888,0.034035766398588345,5.54,162398,3104.0,6.34,396.332,2.2,25.0
116,0.10199637023593476,0.025667923291263727,4.94,162398,3104.0,6.34,396.332,2.2,25.0
117,-0.09948816378758796,0.0511258821117976,5.05,161760,3046.0,5.858,366.802,2.5,24.6
118,0.018575851393188847,0.0666612026336639,5.06,161760,3046.0,5.858,366.802,2.5,24.6
119,0.1325335618394745,0.0762595324415552,5.73,164828,3057.0,5.88,351.116,1.7,25.1
120,0.0854681978798586,0.010720589196609506,6.0,164828,3057.0,5.88,351.116,1.7,25.1
121,-0.005703422053231932,0.07004522787892845,5.8,156650,2861.0,4.079,317.568,1.3,25.0
122,-0.10703725606150204,-0.040990030040489366,6.24,156650,2861.0,4.079,317.568,1.3,25.0
123,0.017543859649122858,0.06024565745451212,7.04,152509,2742.0,6.943,294.9,0.3,24.9
124,0.08347457627118637,0.020089725352883246,7.29,152509,2742.0,6.943,294.9,0.3,24.9
125,0.016818500350385346,-0.03780891923184413,7.08,130020,2557.0,5.468,375.304,3.0,24.7
126,0.08645003065603918,-0.03447847682119205,6.42,130020,2557.0,5.468,375.304,3.0,24.7
127,0.03052064631956908,0.0662768752544129,5.53,159429,3091.0,3.571,416.879,3.3,24.7
128,-0.001612903225806428,-0.1024783232061173,5.49,159429,3091.0,3.571,416.879,3.3,24.7
129,0.02634194831013925,0.054800250993516,5.5,162398,3104.0,6.34,396.332,2.2,25.0
130,-0.06967984934086624,0.07416415456289395,5.05,162398,3104.0,6.34,396.332,2.2,25.0
131,0.03702290076335868,0.02649534780682322,5.04,161760,3046.0,5.858,366.802,2.5,24.6
132,0.04914529914529919,0.0410009624639076,5.09,161760,3046.0,5.858,366.802,2.5,24.6
133,0.013651877133105785,0.0762595324415552,5.73,164828,3057.0,5.88,351.116,1.7,25.1
134,0.027799530148786108,0.027664389031857303,6.01,164828,3057.0,5.88,351.116,1.7,25.1
135,-0.15033783783783786,0.06813221787760299,5.8,156650,2861.0,4.079,317.568,1.3,25.0
136,-0.02921437031188312,-0.07518049370974017,6.16,156650,2861.0,4.079,317.568,1.3,25.0
137,0.002873563218390718,0.03898745620974122,7.04,152509,2742.0,6.943,294.9,0.3,24.9
138,-0.014457831325301209,-0.03447554932993247,7.29,152509,2742.0,6.943,294.9,0.3,24.9
139,-0.07455012853470433,0.0016779896865024148,7.08,130020,2557.0,5.468,375.304,3.0,24.7
140,0.22643478260869565,-0.025883319638455214,6.42,130020,2557.0,5.468,375.304,3.0,24.7
141,-0.1699074074074074,0.050719965613582635,5.53,159429,3091.0,3.571,416.879,3.3,24.7
142,0.03602373887240362,-0.0845889690938398,5.49,159429,3091.0,3.571,416.879,3.3,24.7
143,-0.13491625253083006,0.09712840888567817,5.5,162398,3104.0,6.34,396.332,2.2,25.0
144,0.11029411764705888,0.07537757124308071,5.05,162398,3104.0,6.34,396.332,2.2,25.0
145,-0.3625827814569537,0.08536841159020765,5.04,161760,3046.0,5.858,366.802,2.5,24.6
146,0.043171806167400906,0.033503457359236086,5.09,161760,3046.0,5.858,366.802,2.5,24.6
147,-0.008859649122807012,0.08279736634720491,5.56,164828,3057.0,5.88,351.116,1.7,25.1
148,-0.1282077922077922,0.010821118921436015,6.01,164828,3057.0,5.88,351.116,1.7,25.1
149,-0.13931111421001252,0.08576894707726351,5.88,156650,2861.0,4.079,317.568,1.3,25.0
150,-0.2960819234194123,-0.06119577452593297,6.24,156650,2861.0,4.079,317.568,1.3,25.0
151,0.5403225806451613,-0.049372820035096084,6.93,152509,2742.0,6.943,294.9,0.3,24.9
152,-0.28804841149773075,-0.006532355241739425,7.29,152509,2742.0,6.943,294.9,0.3,24.9
153,-0.011733333333333372,0.15554169265959658,5.65,130020,2557.0,5.468,375.304,3.0,24.7
154,0.1080396222068647,0.009075667006852313,5.49,159429,3091.0,3.571,416.879,3.3,24.7
155,0.14461809377063606,-0.02243621237430808,5.58,162398,3104.0,6.34,396.332,2.2,25.0
156,0.2055678466076696,0.08791775435882561,4.93,162398,3104.0,6.34,396.332,2.2,25.0
157,-0.006776087938563435,-0.021447128406389918,5.12,161760,3046.0,5.858,366.802,2.5,24.6
158,0.029126213592232997,0.09298317014196453,5.79,164828,3057.0,5.88,351.116,1.7,25.1
159,0.0018307959144343575,-0.007444602117672744,5.84,164828,3057.0,5.88,351.116,1.7,25.1
160,-0.04047428011054655,0.0077736046816315844,5.76,156650,2861.0,4.079,317.568,1.3,25.0
161,-0.12625489195167605,0.05662255400972741,6.33,156650,2861.0,4.079,317.568,1.3,25.0
162,0.08067415730337069,-0.05295637505071426,7.48,152509,2742.0,6.943,294.9,0.3,24.9
163,0.022604951560817987,-0.02828504179855532,7.08,130020,2557.0,5.468,375.304,3.0,24.7
164,0.3029737850999896,-0.03447847682119205,6.42,130020,2557.0,5.468,375.304,3.0,24.7
165,0.10477614730348628,-0.1024783232061173,5.49,159429,3091.0,3.571,416.879,3.3,24.7
166,0.13390928725701934,0.07033198665027228,5.5,162398,3104.0,6.34,396.332,2.2,25.0
167,-0.03261915615661248,0.05587063668894741,5.05,162398,3104.0,6.34,396.332,2.2,25.0
168,0.12562814070351758,0.02649534780682322,5.04,161760,3046.0,5.858,366.802,2.5,24.6
169,-0.051839146178768836,0.03771230126431168,5.09,161760,3046.0,5.858,366.802,2.5,24.6
170,0.2296368989205102,0.0800896107532904,5.56,164828,3057.0,5.88,351.116,1.7,25.1
171,-0.00928227238143542,0.027664389031857303,6.01,164828,3057.0,5.88,351.116,1.7,25.1
172,-0.022086983893814586,0.04863384327610395,5.88,156650,2861.0,4.079,317.568,1.3,25.0
173,-0.1259134345137718,-0.06538395316804407,6.16,156650,2861.0,4.079,317.568,1.3,25.0
174,0.015384615384615332,-0.07615290611667345,6.93,152509,2742.0,6.943,294.9,0.3,24.9
175,-0.033307651277188384,-0.05008948223726164,7.3,152509,2742.0,6.943,294.9,0.3,24.9
176,-0.1283872665088135,0.015143603133159269,6.95,130020,2557.0,5.468,375.304,3.0,24.7
177,0.09425417492216236,0.0013506534779327054,6.42,130020,2557.0,5.468,375.304,3.0,24.7
178,0.055247225025226936,0.03834495855092576,5.53,159429,3091.0,3.571,416.879,3.3,24.7
179,0.16666666666666674,-0.06377303588748788,5.49,159429,3091.0,3.571,416.879,3.3,24.7
180,-0.2139897635876188,0.037597822388567535,5.5,162398,3104.0,6.34,396.332,2.2,25.0
181,0.11570502931194082,0.006853623812204086,5.37,162398,3104.0,6.34,396.332,2.2,25.0
182,0.07911212293682413,0.03942228009944359,5.04,161760,3046.0,5.858,366.802,2.5,24.6
183,-0.0018835616438356293,0.033801987819511416,6.01,164828,3057.0,5.88,351.116,1.7,25.1
184,-0.07558139534883722,0.0034725059236865767,7.08,130020,2557.0,5.468,375.304,3.0,24.7
185,0.04746666666666677,-0.012514711651628093,6.48,130020,2557.0,5.468,375.304,3.0,24.7
186,-0.03148751357220414,0.04863612052059192,5.53,159429,3091.0,3.571,416.879,3.3,24.7
187,-0.0670750741376619,-0.03288031565103025,5.49,159429,3091.0,3.571,416.879,3.3,24.7
188,-0.0800151824606431,0.05004462140454452,5.5,162398,3104.0,6.34,396.332,2.2,25.0
189,-0.13315696649029984,-0.0007652636832473798,5.37,162398,3104.0,6.34,396.332,2.2,25.0
190,0.003114021079527296,-0.014849384811200678,7.35,152509,2742.0,6.943,294.9,0.3,24.9
191,0.0003125976867770497,0.04083060387318345,4.93,162398,3104.0,6.34,396.332,2.2,25.0
192,-0.07332998493219489,0.054773164267525855,5.07,161760,3046.0,5.858,366.802,2.5,24.6
193,0.002790048825854541,-0.018139756118654333,5.84,164828,3057.0,5.88,351.116,1.7,25.1
194,0.024435590969455585,0.04260559576536675,5.73,156650,2861.0,4.079,317.568,1.3,25.0
195,-0.08668978394238469,0.04784797496485101,6.33,156650,2861.0,4.079,317.568,1.3,25.0
196,0.006849315068493178,0.06884569946026084,7.16,152509,2742.0,6.943,294.9,0.3,24.9
197,-0.0491573033707865,-0.022207549246175854,7.48,152509,2742.0,6.943,294.9,0.3,24.9
198,-0.021156875984695067,-0.03780891923184413,7.08,130020,2557.0,5.468,375.304,3.0,24.7
199,0.08217841108725367,0.02073070607553366,6.42,130020,2557.0,5.468,375.304,3.0,24.7
200,0.06137801333561299,0.06897687353629976,5.53,159429,3091.0,3.571,416.879,3.3,24.7
201,-0.1082715862694692,-0.0394536652835408,5.49,159429,3091.0,3.571,416.879,3.3,24.7
202,-0.04947504674241332,0.07033198665027228,5.5,162398,3104.0,6.34,396.332,2.2,25.0
203,0.2711658101163106,0.03897836017471908,5.05,162398,3104.0,6.34,396.332,2.2,25.0
204,0.13515151515151524,0.05501501501501502,5.04,161760,3046.0,5.858,366.802,2.5,24.6
205,0.03239764784200605,0.021225093574198176,6.01,164828,3057.0,5.88,351.116,1.7,25.1
206,0.13857142857142854,0.01009921647836992,5.88,156650,2861.0,4.079,317.568,1.3,25.0
207,0.032411422697632634,-0.03516071985852491,6.16,156650,2861.0,4.079,317.568,1.3,25.0
208,0.08157089066403911,-0.049372820035096084,6.93,152509,2742.0,6.943,294.9,0.3,24.9
209,-0.06566910148216443,0.0014515703351807865,7.3,152509,2742.0,6.943,294.9,0.3,24.9
210,-0.12207792207792212,0.011916743830266918,6.95,130020,2557.0,5.468,375.304,3.0,24.7
211,0.10145530145530146,-0.008942311691552634,6.42,130020,2557.0,5.468,375.304,3.0,24.7
212,0.09538026398491506,-0.0270857423175304,5.5,159429,3091.0,3.571,416.879,3.3,24.7
213,0.0227853812603398,-0.10324401547092234,5.49,159429,3091.0,3.571,416.879,3.3,24.7
214,-0.033812949640287804,0.038257798705120666,5.54,162398,3104.0,6.34,396.332,2.2,25.0
215,0.07320261437908493,0.03897836017471908,5.05,162398,3104.0,6.34,396.332,2.2,25.0
216,-0.054559936280366365,0.04867565055762082,5.05,161760,3046.0,5.858,366.802,2.5,24.6
217,0.011579860225475748,0.04071218896600917,5.09,161760,3046.0,5.858,366.802,2.5,24.6
218,0.13810299708685125,0.0809391643537619,5.73,164828,3057.0,5.88,351.116,1.7,25.1
219,0.0559931138368841,0.021225093574198176,6.01,164828,3057.0,5.88,351.116,1.7,25.1
220,-0.24374580657529,-0.017693601644757338,6.16,156650,2861.0,4.079,317.568,1.3,25.0
221,-0.11572406975923175,0.03898745620974122,7.04,152509,2742.0,6.943,294.9,0.3,24.9
222,-0.1036049915267293,0.0014515703351807865,7.3,152509,2742.0,6.943,294.9,0.3,24.9
223,0.09530864197530864,-0.02828504179855532,7.08,130020,2557.0,5.468,375.304,3.0,24.7
224,0.006120887528691554,0.07614532639704648,6.42,130020,2557.0,5.468,375.304,3.0,24.7
225,0.0031656953737679854,-0.056802897051215724,5.49,159429,3091.0,3.571,416.879,3.3,24.7
226,-0.003202416918429041,0.034035766398588345,5.54,162398,3104.0,6.34,396.332,2.2,25.0
227,-0.0015821921545092765,0.020434652377941225,5.05,162398,3104.0,6.34,396.332,2.2,25.0
228,0.19755679619700395,0.012658227848101266,5.09,161760,3046.0,5.858,366.802,2.5,24.6
229,-0.009089371776443757,0.035366872051820264,6.01,164828,3057.0,5.88,351.116,1.7,25.1
230,-0.11186035758323054,-0.017693601644757338,6.16,156650,2861.0,4.079,317.568,1.3,25.0
231,-0.04598490048043924,0.005486084889945139,7.04,152509,2742.0,6.943,294.9,0.3,24.9
232,0.30000000000000004,-0.13097385031559966,6.48,130020,2557.0,5.468,375.304,3.0,24.7
233,0.09710571634909182,0.11571527523122682,5.59,130020,2557.0,5.468,375.304,3.0,24.7
234,-0.03366576819407008,-0.04024661757150197,5.46,159429,3091.0,3.571,416.879,3.3,24.7
235,0.12529161520515994,0.07762255710776225,5.49,159429,3091.0,3.571,416.879,3.3,24.7
236,0.09305555555555543,-0.004897192499916144,5.58,162398,3104.0,6.34,396.332,2.2,25.0
237,0.08990689013035391,0.07983656527660678,4.93,162398,3104.0,6.34,396.332,2.2,25.0
238,0.3344332855093257,-0.031670780969479354,5.12,161760,3046.0,5.858,366.802,2.5,24.6
239,0.3504721930745016,0.0364741641337386,5.07,161760,3046.0,5.858,366.802,2.5,24.6
240,0.014610389610389518,0.06305411895086813,5.79,164828,3057.0,5.88,351.116,1.7,25.1
241,0.16661564938201054,-0.026237613027733808,5.84,164828,3057.0,5.88,351.116,1.7,25.1
242,-0.09403166226912928,-0.003254941691276325,5.76,156650,2861.0,4.079,317.568,1.3,25.0
243,0.09490069284064664,-0.022182050191407912,7.2,152509,2742.0,6.943,294.9,0.3,24.9
244,-0.11189801699716716,0.004646913972515689,6.95,130020,2557.0,5.468,375.304,3.0,24.7
245,-0.07751441383728375,0.016049208144796382,5.5,159429,3091.0,3.571,416.879,3.3,24.7
246,0.1016346837242359,-0.01361618154908732,5.56,162398,3104.0,6.34,396.332,2.2,25.0
247,0.04887218045112785,0.05847152815354744,4.93,162398,3104.0,6.34,396.332,2.2,25.0
248,0.03155080213903738,-0.014947518821783813,5.03,161760,3046.0,5.858,366.802,2.5,24.6
249,-0.0064356435643564405,0.04902473461276996,5.07,161760,3046.0,5.858,366.802,2.5,24.6
250,-0.0223107569721116,0.04591228767027267,5.74,164828,3057.0,5.88,351.116,1.7,25.1
251,-0.0033847311019180593,-0.021171014995232728,5.84,164828,3057.0,5.88,351.116,1.7,25.1
252,0.05809926894959605,-0.005245241816352309,5.73,156650,2861.0,4.079,317.568,1.3,25.0
253,0.06339869281045751,0.04622737083204863,6.33,156650,2861.0,4.079,317.568,1.3,25.0
254,-0.09445277361319336,0.06337132684438074,7.16,152509,2742.0,6.943,294.9,0.3,24.9
255,0.052398523985239816,-0.037209707638011416,7.48,152509,2742.0,6.943,294.9,0.3,24.9
256,0.06673877771768533,-0.03227670145976967,6.54,130020,2557.0,5.468,375.304,3.0,24.7
257,0.06217767831079104,-0.04269058922088802,5.46,159429,3091.0,3.571,416.879,3.3,24.7
258,0.017543859649122858,0.007351891506067094,5.49,159429,3091.0,3.571,416.879,3.3,24.7
259,0.06453804347826098,0.1049651717393542,4.94,162398,3104.0,6.34,396.332,2.2,25.0
260,0.05521716855467629,0.024462035264195697,5.05,161760,3046.0,5.858,366.802,2.5,24.6
261,-0.0454773869346734,0.15282555282555282,5.06,161760,3046.0,5.858,366.802,2.5,24.6
262,0.14660541092394075,0.03912688395575024,5.73,164828,3057.0,5.88,351.116,1.7,25.1
263,-0.04414835853312171,0.0011963543819198225,6.0,164828,3057.0,5.88,351.116,1.7,25.1
264,-0.0905808119203284,0.06491385457640375,5.8,156650,2861.0,4.079,317.568,1.3,25.0
265,-0.05014350143501434,-0.02980076660629291,6.24,156650,2861.0,4.079,317.568,1.3,25.0
266,-0.019355109580989183,0.03734198456203155,7.04,152509,2742.0,6.943,294.9,0.3,24.9
267,-0.061288719562696665,-0.013015327695560257,7.29,152509,2742.0,6.943,294.9,0.3,24.9
268,-0.02083333333333337,0.011916743830266918,6.95,130020,2557.0,5.468,375.304,3.0,24.7
269,0.027664399092970585,0.038148463127202034,6.08,130020,2557.0,5.468,375.304,3.0,24.7
270,0.02442868400315201,-0.0270857423175304,5.5,159429,3091.0,3.571,416.879,3.3,24.7
271,-0.004095309009679804,0.0211485870556062,5.49,159429,3091.0,3.571,416.879,3.3,24.7
272,0.09689798528941472,0.021877567789646668,5.54,162398,3104.0,6.34,396.332,2.2,25.0
273,0.16642958748221906,0.054120100355152974,4.94,162398,3104.0,6.34,396.332,2.2,25.0
274,-0.09075384240058547,0.054443601563867655,5.05,161760,3046.0,5.858,366.802,2.5,24.6
275,0.029379279876297737,0.09516890664729384,5.06,161760,3046.0,5.858,366.802,2.5,24.6
276,0.09690164275317104,0.0809391643537619,5.73,164828,3057.0,5.88,351.116,1.7,25.1
277,0.06969906606710485,-0.010371744005520095,6.0,164828,3057.0,5.88,351.116,1.7,25.1
278,-0.019824561403508745,0.05037013196009012,7.04,152509,2742.0,6.943,294.9,0.3,24.9
279,-0.03734143291048775,0.01688801442859485,6.95,130020,2557.0,5.468,375.304,3.0,24.7
280,-0.019076117449036808,-0.012068197464868586,6.42,130020,2557.0,5.468,375.304,3.0,24.7
281,0.002530364372469673,0.030658122986511837,5.5,159429,3091.0,3.571,416.879,3.3,24.7
282,0.017566137566137563,-0.08680167597765362,5.49,159429,3091.0,3.571,416.879,3.3,24.7
283,0.07851239669421495,0.038257798705120666,5.54,162398,3104.0,6.34,396.332,2.2,25.0
